IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,03/16/2012,2012,1,11:31:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,ZONA RURAL DISPERSA,M,40,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,NO REQUIERE
1014.0,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,02/17/2015,2015,1,12:30:00,41676000,HUILA,SANTA MARIA,SANTA MARIA,ZONA RURAL DISPERSA,M,18,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Traumatismos,Cortocircuito,Contacto Indirecto,Sensibilizacion a la comunidad  frente a peligros de la corriente
1014.0,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,07/16/2013,2013,3,17:40:00,41524000,HUILA,PALERMO,PALERMO,ZONA RURAL DISPERSA,M,38,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Muerte,Cortocircuito,CortoCircuito,sensibilizacion a la comunidad  frente a los peligros de la electricidad
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,12/27/2016,2016,4,07:35:00,76892000,VALLE DEL CAUCA,YUMBO,YUMBO,SECTOR URBANO,M,8,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2015-06-12 00:00:00,2015,4,12:30:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,SECTOR URBANO,M,57,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Otra,Contacto Directo,Se encuentra sector aislado red desenergizada y se normaliza cable de red de baja tension averiado al dia siguiente del evento porque la comunidad estaba alterada
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/25/2017,2017,4,19:47:00,70820000,SUCRE,SANTIAGO DE TOLU,SANTIAGO DE TOLU,SECTOR URBANO,M,33,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,SE LE ESTA INFORMANDO PERNAMENTEMENTE A LAS COMUNIDADES QUE TODA RECOCENEXION DEBEN SER EFECTUADA POR OPERARIOS CALIFICADOS PARA ESTA LABOR
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/17/2013,2013,3,16:30:00,44279000,LA GUAJIRA,FONSECA,FONSECA,ZONA RURAL DISPERSA,M,44,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Vientos fuertes,Arcod ElÃ©ctricos,Se realizo poda y reparacion de las ln prim rotas se cambio protecciones del trafo particular se le cambiaron las crucetas y los cortacircuitos
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2020-07-02 00:00:00,2020,1,18:13:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,50,C.C.,S,PLANTA,TECNÃ“LOGO,345,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de InstalaciÃ³n,Equipo defectuoso,Investigacion de accidente
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/23/2011,2011,1,18:03:00,44378000,LA GUAJIRA,HATONUEVO,HATONUEVO,SECTOR URBANO,F,2,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,Contacto Directo,SE AISLÃ¯Â¿Â¿ RETENIDA SECUNDARIA.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/19/2017,2017,3,20:30:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,SECTOR URBANO,M,1,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,Accidentes externos,Otra,No aplica
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-05-02 00:00:00,2017,1,20:15:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,CENTRO POBLADO,M,23,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Otra,Otra,Reparacion del conductor de baja tension por parte de una brigada de Mtto
30111.0,CONELCA  S.A.S.  E.S.P.,09/30/2016,2016,3,09:00:00,47245000,MAGDALENA,EL BANCO,EL BANCO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,Otra,Otra,Otra,Debido a las buenas practicas de ejecucion de los trabajos no se presentaron accidentes de origen electrico por lo cual no se han adaptado medidas extras para la ejecucion de los trabajos
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2012-05-03 00:00:00,2012,1,11:00:00,70429006,SUCRE,MAJAGUAL,LAS PALMITAS,ZONA RURAL DISPERSA,M,49,C.C.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Muerte,Negligencia en operaciÃ³n,Arcod ElÃ©ctricos,La brigada llega al sitio y habla con la Sr Denis Diaz que no realizara trabajos sin autorizacion por parte de la empresa para poder evitar los accidentes.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/25/2016,2016,3,07:30:00,70400000,SUCRE,LA UNION,LA UNION,SECTOR URBANO,M,14,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Traumatismos,Fallas de aislamiento,Contacto Directo,SE PROCEDIO A RETIRAR LA RETENIDA Y A DESCONECTAR LA LAMPARA DE ALUMBRADO PUBLICO PARA QUE PERSONAL DE ALUMBRADO PUBLICO PROCEDA A CORREGIR LA ANOMALIA
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2017-01-04 00:00:00,2017,2,17:00:00,5368000,ANTIOQUIA,JERICO,JERICO,ZONA RURAL DISPERSA,M,11,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Otra,Contacto Directo,se realiza socializacion con lider del sector sobre el riesgo electrico y la conservacion de las distancias con respecto a las redes de energia
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,11/29/2011,2012,4,14:30:00,68615024,SANTANDER,RIONEGRO,LA MUSANDA,ZONA RURAL DISPERSA,M,48,C.C.,S,CONTRATISTA,TÃ‰CNICO,1,Mantenimiento - TransmisiÃ³n,Quemaduras,Negligencia en operaciÃ³n,Contacto Directo,reforzar co capacitaciones y entrenamiento en reglas de oro procedimientos y protocolos de comunicacion uso de epps
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,10/13/2010,2010,4,10:17:00,5147000,ANTIOQUIA,CAREPA,CAREPA,SECTOR URBANO,M,52,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,2
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,06/26/2014,2014,2,13:50:00,86219000,PUTUMAYO,COLON,COLON,ZONA RURAL DISPERSA,M,29,C.C.,S,PLANTA,TECNÃ“LOGO,1,Otro - DistribuciÃ³n,Otra,Otra,Otra,39
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2015-03-11 00:00:00,2015,4,09:00:00,54874000,NORTE DE SANTANDER,VILLA DEL ROSARIO,VILLA DEL ROSARIO,SECTOR URBANO,F,4,T.I.,N,NO APLICA,OTRO,11111,Otro - TransmisiÃ³n,TetanizaciÃ³n,Fallas de aislamiento,Contacto Indirecto,socializacion y sensibilizacion sobre los peligros por manipulacion de instalaciones electricas en comunidades
2016.0,EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,06/18/2017,2017,2,22:00:00,86001000,PUTUMAYO,MOCOA,MOCOA,SECTOR URBANO,F,25,C.C.,S,PLANTA,BACHILLER,8,Otro - ComercializaciÃ³n,Otra,Otra,Otra,Tener mayor Precaucion
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,2012-11-01 00:00:00,2012,1,21:40:00,5440000,ANTIOQUIA,MARINILLA,MARINILLA,SECTOR URBANO,M,9,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Quemaduras,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,Campana por radio y television  uso seguro de la electricidad
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2013-07-11 00:00:00,2013,4,11:40:00,54871000,NORTE DE SANTANDER,VILLA CARO,VILLA CARO,ZONA RURAL DISPERSA,M,41,C.C.,S,PLANTA,TÃ‰CNICO,17,Mantenimiento - DistribuciÃ³n,Quemaduras,Rayos,Rayos,Socializaciondelaimportanciadeaplicarlas reglasdeoronormascontinuarconla implementacion de los programasde seguridadbasaenelcomportamientoe inspeccionesparaverificarelcumplimientode normas
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2011-11-08 00:00:00,2011,3,09:08:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,Accidentes externos,Contacto Directo,No requiere
536.0,CELSIA COLOMBIA S.A. E.S.P.,05/13/2018,2018,2,12:00:00,76111000,VALLE DEL CAUCA,GUADALAJARA DE BUGA,GUADALAJARA DE BUGA,SECTOR URBANO,M,52,C.C.,N,NO APLICA,OTRO,11111,OperaciÃ³n - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2013-01-12 00:00:00,2013,4,08:55:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Indirecto,
3370.0,EMPRESA DE ENERGIA DE CASANARE SA ESP,2021-02-06 00:00:00,2021,2,20:00:00,85001000,CASANARE,YOPAL,YOPAL,SECTOR URBANO,M,8,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - ComercializaciÃ³n,Quemaduras,Fallas de aislamiento,Otra,Este accidente esta en investigacion radicado 20210104641
595.0,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,2009-08-09 00:00:00,2011,1,12:00:00,25718000,CUNDINAMARCA,SASAIMA,SASAIMA,ZONA RURAL DISPERSA,M,49,C.C.,S,PLANTA,BACHILLER,194,Mantenimiento - DistribuciÃ³n,Quemaduras,Falta conductor puesta a tierra,Contacto Directo,10
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,01/16/2013,2013,1,01:10:00,68820001,SANTANDER,TONA,BERLIN,ZONA RURAL DISPERSA,M,1,C.C.,N,NO APLICA,OTRO,1,Otro - TransmisiÃ³n,Muerte,Accidentes externos,Contacto Directo,socializacion con la comunidad para reporte de danos en lineas y la no intervencion por parte de terceros
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,02/27/2013,2013,1,01:10:00,68190000,SANTANDER,CIMITARRA,CIMITARRA,ZONA RURAL DISPERSA,M,1,C.C.,N,NO APLICA,OTRO,1,Otro - TransmisiÃ³n,Muerte,Accidentes externos,Contacto Directo,socializacion con la comunidad para reporte de danos en lineas y la no intervencion por parte de terceros
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2014-03-06 00:00:00,2014,2,14:26:00,54001000,NORTE DE SANTANDER,CUCUTA,CUCUTA,SECTOR URBANO,M,30,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,Malos contactos,Contacto Indirecto,Campana de prevencion de riesgo electrico
2073.0,EMPRESA DE ENERGÃA DE PEREIRA S.A. ESP.,2011-09-02 00:00:00,2011,1,12:07:00,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,35,N.N.,N,NO APLICA,OTRO,11111,,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Directo,GUARDAR DISTANCIAS DE SEGURIDAD
536.0,CELSIA COLOMBIA S.A. E.S.P.,08/17/2013,2013,3,15:16:00,76318000,VALLE DEL CAUCA,GUACARI,GUACARI,SECTOR URBANO,M,28,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/16/2017,2017,4,17:18:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,SECTOR URBANO,M,37,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,Se encontro sector normal el dia del aviso 2 dias despues Trabajos de remodelacion de predio debajo de ramal particular
23442.0,COMPAÃ‘IA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2013-05-11 00:00:00,2013,4,12:20:00,19142000,CAUCA,CALOTO,CALOTO,ZONA RURAL DISPERSA,M,33,C.C.,S,CONTRATISTA,TÃ‰CNICO,37,Mantenimiento - DistribuciÃ³n,Muerte,DesatenciÃ³n de normas tÃ©cnicas,Contacto Indirecto,comunicar a la comunidad y a  el personal ajeno a la compania acerca de los riesgos que acarrea la manipulacion de las redes sin autorizacion
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,02/27/2011,2011,1,10:05:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,Accidentes externos,Contacto Directo,No requiere
2073.0,EMPRESA DE ENERGÃA DE PEREIRA S.A. ESP.,2016-05-10 00:00:00,2016,4,17:00:00,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,31,C.C.,N,NO APLICA,BACHILLER,11111,Otro - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,ENTREGA DE CARTILLAS DE SEGURIDAD A LOS USUARIOS
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2016-02-11 00:00:00,2016,4,09:22:00,76892000,VALLE DEL CAUCA,YUMBO,YUMBO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,Otra,Contacto Directo,
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,09/20/2015,2015,3,16:34:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,
2073.0,EMPRESA DE ENERGÃA DE PEREIRA S.A. ESP.,08/30/2015,2015,3,07:05:00,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,37,C.C.,S,TEMPORAL,TECNÃ“LOGO,17,Mantenimiento - DistribuciÃ³n,Quemaduras,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,CAPACITACION Y ENTRENAMIENTO EN LA LABOR
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,10/13/2012,2012,4,12:00:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,7,T.I.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,Fallas a tierra,Contacto Directo,NO APLICA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/15/2011,2011,3,10:30:00,44001000,LA GUAJIRA,RIOHACHA,RIOHACHA,ZONA RURAL DISPERSA,M,36,C.C.,S,CONTRATISTA,TÃ‰CNICO,18,Mantenimiento - TransmisiÃ³n,Otra,Apertura interruptores con carga,Contacto Directo,Se realizÃ¯Â¿Â¿ refuerzo de instrucciones de cumplimiento de procedimientos de trabajo en redes energizadas asi como el cumplimiento de las medidas necesarias para realizar el trabajo Seguro.
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,10/19/2013,2013,4,11:55:00,5761000,ANTIOQUIA,SOPETRAN,SOPETRAN,ZONA RURAL DISPERSA,M,99,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,instalar letreros de seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/13/2012,2012,1,10:41:00,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - ComercializaciÃ³n,Otra,Fallas a tierra,TensiÃ³n de Paso,Se realizo la instalacion de las protecciones del transformador.  Cortacircuitos Pararrayos y Sistema de Puesta a Tierra.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2013-09-12 00:00:00,2013,4,12:30:00,70110000,SUCRE,BUENAVISTA,BUENAVISTA,SECTOR URBANO,F,60,OTRO,N,NO APLICA,OTRO,11111,OperaciÃ³n - DistribuciÃ³n,Muerte,DesatenciÃ³n de normas tÃ©cnicas,Contacto Directo,Se procedio a informar a los  habitantes de esa casa  que  desconectara los alambres  que alimenban  a ala lavadora  y la empresa le suspendio la energia ya que la tomaban en forma fraudulenta
23442.0,COMPAÃ‘IA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,02/26/2015,2015,1,17:30:00,19001000,CAUCA,POPAYAN,POPAYAN,SECTOR URBANO,M,3,N.N.,N,NO APLICA,OTRO,11111,Otro - ComercializaciÃ³n,Derivadas,Fallas de aislamiento,Contacto Indirecto,Informar a las entidades de control y vigilancia sobre el riesgo   Reconstruir la retenida bajo la normatividad tecnica de la Compania
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/25/2013,2013,3,16:24:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,CENTRO POBLADO,M,24,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Directo,Se le recuerda a la comunidad no manipular las redes electricas de distribucion de la empresa ni realizar conexiones ilegales
23442.0,COMPAÃ‘IA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2016-10-05 00:00:00,2016,2,16:00:00,19001000,CAUCA,POPAYAN,POPAYAN,ZONA RURAL DISPERSA,M,45,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Muerte,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,Realizar campanas de sensibilizacion de riesgo electrico en instalaciones internas y de red Estas campanas se manejan por medio de mensajes al reverso de cada factura mensual
592.0,INTERCONEXION ELECTRICA S.A. E.S.P.,2013-04-11 00:00:00,2013,4,19:30:00,25297000,CUNDINAMARCA,GACHETA,GACHETA,ZONA RURAL DISPERSA,M,28,C.C.,S,TEMPORAL,BACHILLER,6,Mantenimiento - GeneraciÃ³n,Otra,Otra,Otra,Guardar distancias de seguridad Usar elementos de proteccion personal Instalar sistemas de puesta a tierra Probar ausencia de tension
600.0,ELECTRIFICADORA DEL META S.A. E.S.P.,06/26/2015,2015,2,09:49:00,50001000,META,VILLAVICENCIO,VILLAVICENCIO,SECTOR URBANO,M,21,OTRO,N,NO APLICA,OTRO,11111,,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,CARTILLA DE SEGURIDAD DEL USUARIO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2014-02-08 00:00:00,2014,3,12:30:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,SECTOR URBANO,M,18,OTRO,N,NO APLICA,BACHILLER,11111,Mantenimiento - DistribuciÃ³n,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,Concientizacion a las personas que deben tener precaucion con las redes electricas o sea respetar las distancias de seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/27/2011,2011,4,01:00:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,SECTOR URBANO,M,5,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Labores de ComercializaciÃ³n,Otra,Otra,TensiÃ³n Contacto,Se aislÃ¯Â¿Â¿ cable que estaba energizando la retenida el niÃ¯Â¿Â¿o no sufriÃ¯Â¿Â¿ lesiÃ¯Â¿Â¿n. Aviso SGI: 2807601
594.0,GRUPO ENERGÃA BOGOTA S.A. ESP.,10/28/2014,2014,4,04:30:00,41306000,HUILA,GIGANTE,GIGANTE,ZONA RURAL DISPERSA,M,26,C.C.,S,PLANTA,TÃ‰CNICO,7,Otro - TransmisiÃ³n,Derivadas,Rayos,Rayos,socializacion constante de procedimientos a seguir durante condiciones ambientales de lluvia
2073.0,EMPRESA DE ENERGÃA DE PEREIRA S.A. ESP.,09/27/2011,2011,3,11:30:00,66170000,RISARALDA,DOSQUEBRADAS,DOSQUEBRADAS,SECTOR URBANO,M,31,C.C.,N,NO APLICA,OTRO,11111,,Muerte,ViolaciÃ³n de distancias de seguridad,Contacto Directo,GUARDAR DISTANCIAS DE SEGURIDAD
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,01/26/2014,2014,1,10:30:00,20750007,CESAR,SAN DIEGO,LAS PITILLAS,ZONA RURAL DISPERSA,M,60,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,ElectrÃ³lisis,Falta conductor puesta a tierra,Contacto Indirecto,Se reparo sistema de puesta a tierra
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2017-04-11 00:00:00,2017,4,18:17:00,68276000,SANTANDER,FLORIDABLANCA,FLORIDABLANCA,SECTOR URBANO,M,39,C.C.,S,PLANTA,TECNÃ“LOGO,160,Mantenimiento - TransmisiÃ³n,Traumatismos,ViolaciÃ³n de distancias de seguridad,Contacto Directo,investigacion del accidente socializacion de la leccion aprendida y refuerzo psotivo en la supervision y liderazgo del equipo
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,04/29/2014,2014,2,13:28:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2015-03-11 00:00:00,2015,4,11:30:00,86865000,PUTUMAYO,VALLE DEL GUAMUEZ,LA HORMIGA,SECTOR URBANO,M,19,C.C.,S,APRENDIZ,TÃ‰CNICO SENA,5,Mantenimiento - DistribuciÃ³n,Otra,Otra,Otra,9
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2012-03-10 00:00:00,2012,4,09:30:00,86568000,PUTUMAYO,PUERTO ASIS,PUERTO ASIS,ZONA RURAL DISPERSA,M,28,C.C.,S,PLANTA,TECNÃ“LOGO,15,Otro - DistribuciÃ³n,Otra,Otra,Otra,39
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2011-06-08 00:00:00,2011,3,09:34:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,45,C.C.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Quemaduras,Accidentes externos,Contacto Directo,No requiere
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/22/2017,2017,4,08:30:00,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,M,60,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - DistribuciÃ³n,ElectrÃ³lisis,ViolaciÃ³n de distancias de seguridad,Contacto Directo,Cumplimiento de las distancias de seguridad
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,12/21/2011,2011,4,07:45:00,5615000,ANTIOQUIA,RIONEGRO,RIONEGRO,ZONA RURAL DISPERSA,M,48,N.N.,N,NO APLICA,BÃSICA PRIMARIA,11111,Otro - DistribuciÃ³n,Muerte,Accidentes externos,Contacto Indirecto,Campana  de radio y television sobre uso seguro de la energia
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2016-01-12 00:00:00,2017,4,08:30:00,70713000,SUCRE,SAN ONOFRE,SAN ONOFRE,SECTOR URBANO,M,8,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,TensiÃ³n Contacto,SE RETIRO LA ACOMETIDA FRAUDULENTA QUE HABIA ENERGIZADO LA ACOMETIDA
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2012-11-01 00:00:00,2012,1,10:52:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - DistribuciÃ³n,Otra,ViolaciÃ³n de distancias de seguridad,Contacto Indirecto,NO APLICA
3370.0,EMPRESA DE ENERGIA DE CASANARE SA ESP,07/24/2015,2015,3,07:30:00,85410000,CASANARE,TAURAMENA,TAURAMENA,ZONA RURAL DISPERSA,M,37,C.C.,S,CONTRATISTA,TÃ‰CNICO,1,OperaciÃ³n - DistribuciÃ³n,Quemaduras,Fallas de operaciÃ³n,Contacto Directo,Instalacion correcta puesta a tierra Reforzar el analisis de riesgos Reforzar al personal en uso adecuado EPP Sensibilizar al personal en el procedimiento interno
564.0,EMPRESAS PÃšBLICAS DE MEDELLIN E.S.P.,05/16/2013,2013,2,15:00:00,5604000,ANTIOQUIA,REMEDIOS,REMEDIOS,ZONA RURAL DISPERSA,M,6,T.I.,N,NO APLICA,BÃSICA PRIMARIA,11111,OperaciÃ³n - DistribuciÃ³n,Muerte,ViolaciÃ³n de Ã¡reas restringidas,Contacto Directo,Instalar barreras que impidan el paso a sitios con riesgo electrico y avisos de prevencion
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,2017-09-12 00:00:00,2017,4,14:30:00,70001000,SUCRE,SINCELEJO,SINCELEJO,SECTOR URBANO,M,43,C.C.,N,NO APLICA,TÃ‰CNICO,11111,Mantenimiento - DistribuciÃ³n,Quemaduras,Fallas de aislamiento,TensiÃ³n Contacto,SE AISLO LA LAMPARA DE ALUMBRADO PUBLICO DE LA RED ELECTRICA
21600.0,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,07/15/2014,2014,3,15:45:00,44090003,LA GUAJIRA,DIBULLA,MINGUEO,CENTRO POBLADO,M,33,C.C.,S,TEMPORAL,TECNÃ“LOGO,3,Mantenimiento - GeneraciÃ³n,Quemaduras,ViolaciÃ³n de distancias de seguridad,Arcod ElÃ©ctricos,Lista de chequeo para verificar los interruptores y un diagrama unifilar Socializacion de la investigacion Auditoria al procedimiento de sistema de etiqueta y candado Colocar avisos de advertencia
